review,date,rating,name, address
I liked so much the hotel| very good service.Good service| desk service exceptional .,Mar 2| 2020,4,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
,Mar 1| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
couldnt get in our room they changed rooms and could,Mar 8| 2020,1,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
,Mar 8| 2020,1,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
,Mar 7| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
The stay was great. Very clean and comfortable rooms and the staff were very welcoming. My husband and I thoroughly enjoyed and will stay again real soon!,Mar 6| 2020,4,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
,Mar 4| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
Absolutely wonderful customer service.  I would definitely stay here again- excellent all around!,Mar 4| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
,Mar 4| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
,Mar 3| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
I liked so much the hotel| very good service.Good service| desk service exceptional .,Mar 2| 2020,4,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
,Mar 1| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
We really enjoyed our time in the Washington Court Hotel. The employees (desk| valet| doorman) were all very nice and helpful. The room was clean and well stocked with towels| shampoo| etc. Size of the room was comparable to other hotels in the area. We did not use the restaurants| so no comment on those. This hotel is very close to a working fire department| so we did hear sirens quite often. Also| this hotel is about 1 mile from Smithsonians| National Mall| etc. It was a nice walk for us each day| but wanted to point that out for others. It is close to a couple of delis/breakfast locations| but we didn't see very many restaurants for dinner in the area.,Feb 20| 2020,4,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
I liked the lobby| nice design. Check in person at desk could have been friendlier.,Feb 18| 2020,4,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
,Feb 18| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
Wonderful hotel and very convenient location to the Capital and the museums on the mall  Easy walk to Union Station and metro.  Our room had a great view of the Capital dome.,Feb 18| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
,Feb 16| 2020,2,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
